Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,GB>2.5,GB<2.5,GBAHH,GBAHA,GBAH,LBAHH,LBAHA,LBAH,B365AHH,B365AHA,B365AH,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50
F1,2004-12-04,Strasbourg,Sochaux,0,0,D,0,0,D,2.5,3.0,2.62,2.6,2.9,2.6,2.5,2.85,2.85,2.4,2.8,2.8,2.38,2.88,2.8,2.5,2.88,2.75,2.37,2.8,2.9,2.0,1.65,2.5,1.43,-0.5,1.78,2.06,0.0,1.825,2.075,0.0,,,,,,,,,
F1,2004-12-05,Auxerre,Bordeaux,0,0,D,0,0,D,2.1,2.8,3.5,2.0,2.95,3.65,2.1,2.8,3.75,2.1,2.8,3.3,2.0,2.88,3.6,2.1,2.88,3.4,2.0,2.75,3.8,2.2,1.55,2.1,1.6,-0.5,1.82,2.02,-0.25,1.85,2.05,-0.25,,,,,,,,,
F1,2004-12-11,Bastia,Monaco,0,2,A,0,2,A,2.87,2.87,2.37,2.8,2.95,2.45,2.85,2.85,2.45,2.7,2.9,2.4,2.8,2.88,2.38,2.88,2.88,2.4,2.9,2.8,2.37,2.3,1.5,1.43,2.45,0.5,1.82,2.02,0.25,1.825,2.075,0.25,,,,,,,,,
F1,2004-12-11,Bordeaux,Lyon,0,0,D,0,0,D,2.62,2.8,2.62,2.75,2.9,2.55,2.6,2.85,2.65,2.6,2.8,2.6,2.5,2.88,2.62,2.6,2.88,2.6,2.8,2.75,2.5,2.3,1.5,2.6,1.37,-0.5,1.9,1.94,0.0,1.95,1.95,0.0,,,,,,,,,
F1,2004-12-11,Lille,Nantes,2,1,H,0,1,A,1.61,3.4,5.0,1.6,3.45,5.3,1.7,3.2,4.75,1.7,3.1,4.4,1.62,3.25,5.0,1.62,3.2,5.5,1.61,3.1,5.5,2.3,1.5,1.7,1.91,-0.5,1.72,2.12,-0.5,2.075,1.825,-0.75,,,,,,,,,
F1,2004-12-11,Marseille,Auxerre,0,1,A,0,0,D,1.83,3.1,4.0,1.9,3.1,3.95,1.9,3.0,4.0,1.8,3.1,3.8,1.8,3.2,4.0,1.91,3.1,3.75,1.8,2.9,4.5,2.2,1.55,1.9,1.71,-0.5,1.92,1.92,-0.5,1.9,2.0,-0.5,,,,,,,,,
F1,2004-12-11,Metz,Strasbourg,1,0,H,1,0,H,1.9,3.1,3.75,2.0,3.0,3.7,2.0,2.9,3.75,1.9,2.9,3.8,2.1,2.8,3.4,2.1,2.75,3.6,2.1,2.75,3.5,2.2,1.55,2.0,1.64,-0.5,1.76,2.08,-0.25,1.775,2.125,-0.25,,,,,,,,,
F1,2004-12-11,Nice,Ajaccio,3,0,H,1,0,H,1.72,3.2,4.5,1.75,3.1,4.75,1.8,3.0,4.5,1.8,2.9,4.2,1.8,2.75,5.0,1.8,2.88,4.75,1.83,2.8,4.5,2.3,1.5,1.8,1.8,-0.5,1.8,2.04,-0.5,1.85,2.05,-0.5,,,,,,,,,
F1,2004-12-11,Rennes,Lens,3,1,H,1,1,D,2.0,3.0,3.5,2.0,2.95,3.8,2.1,2.85,3.5,2.1,2.7,3.5,2.0,2.88,3.6,2.1,2.75,3.6,2.1,2.75,3.5,2.3,1.5,2.1,1.57,-0.5,1.84,2.0,-0.25,1.875,2.025,-0.25,,,,,,,,,
F1,2004-12-11,St Etienne,Caen,5,0,H,4,0,H,1.9,2.9,4.0,1.85,3.0,4.35,1.95,2.85,4.0,1.9,2.8,4.0,1.8,3.0,4.33,1.91,2.8,4.0,1.9,2.87,4.0,2.3,1.5,1.95,1.66,-0.5,1.96,1.88,-0.5,1.975,1.925,-0.5,,,,,,,,,
F1,2004-12-11,Toulouse,Istres,2,1,H,1,1,D,1.61,3.4,5.0,1.6,3.35,5.65,1.7,3.2,4.75,1.7,3.1,4.4,1.67,2.88,5.5,1.62,3.2,5.5,1.66,2.9,5.5,2.3,1.5,1.7,1.91,-0.5,1.72,2.12,-0.5,2.075,1.825,-0.75,,,,,,,,,
F1,2004-12-12,Sochaux,Paris SG,1,2,A,0,2,A,2.2,3.0,3.1,2.25,2.9,3.2,2.3,2.8,3.15,2.3,2.7,3.0,2.2,2.8,3.2,2.25,2.88,3.1,2.15,2.8,3.3,2.3,1.5,2.3,1.48,-0.5,1.72,2.12,0.0,2.075,1.825,-0.25,,,,,,,,,
F1,2004-12-17,Lyon,Marseille,1,1,D,1,1,D,1.72,3.0,5.0,1.7,3.1,5.25,1.73,3.2,4.5,1.75,3.1,4.2,1.73,3.2,4.33,1.67,3.2,5.0,1.66,3.1,5.0,2.2,1.55,1.73,1.87,-0.5,1.86,1.98,-0.75,1.925,1.975,-0.75,,,,,,,,,
F1,2004-12-18,Ajaccio,Lille,0,0,D,0,0,D,3.0,2.62,2.5,3.0,2.9,2.35,2.9,2.85,2.4,2.9,2.5,2.6,2.75,3.0,2.38,3.0,2.75,2.4,2.9,2.8,2.37,2.2,1.55,1.44,2.4,0.5,1.74,2.1,0.25,2.15,1.75,0.0,,,,,,,,,
F1,2004-12-18,Auxerre,Nice,4,3,H,1,0,H,1.83,2.87,4.5,1.75,3.0,5.0,1.85,3.0,4.25,1.8,2.9,4.2,1.67,3.2,5.0,1.8,3.0,4.5,1.83,2.87,4.33,2.1,1.6,1.85,1.76,-0.5,1.72,2.12,-0.5,1.775,2.125,-0.5,,,,,,,,,
F1,2004-12-18,Caen,Toulouse,0,2,A,0,1,A,2.3,2.6,3.4,2.3,3.0,3.0,2.4,2.85,2.9,2.4,2.5,3.1,2.25,2.88,3.0,2.4,2.75,3.0,2.25,2.8,3.1,2.3,1.5,2.4,1.44,-0.5,2.08,1.76,-0.25,2.15,1.75,-0.25,,,,,,,,,
F1,2004-12-18,Istres,St Etienne,0,2,A,0,2,A,2.5,2.75,2.87,2.65,3.0,2.55,2.75,2.7,2.65,3.0,2.5,2.5,2.5,2.88,2.62,2.62,2.8,2.62,2.62,2.7,2.7,2.1,1.6,1.36,2.65,0.5,2.02,1.82,0.0,2.0,1.9,0.0,,,,,,,,,
F1,2004-12-18,Lens,Bastia,2,1,H,1,0,H,1.72,2.87,5.0,1.7,3.05,5.4,1.69,3.1,5.0,1.6,3.2,5.0,1.67,2.88,5.5,1.75,2.88,5.0,1.72,2.9,5.0,2.2,1.55,1.7,1.9,-0.5,1.92,1.92,-0.75,1.925,1.975,-0.75,,,,,,,,,
F1,2004-12-18,Monaco,Bordeaux,1,1,D,1,1,D,1.8,3.0,4.33,1.75,3.0,5.0,1.85,3.0,4.25,1.9,2.9,3.8,1.8,3.0,4.33,1.83,3.0,4.2,1.83,2.87,4.33,2.1,1.6,1.85,1.76,-0.5,1.8,2.04,-0.5,1.8,2.1,-0.5,,,,,,,,,
F1,2004-12-18,Paris SG,Metz,3,0,H,1,0,H,1.66,3.0,5.5,1.65,3.25,5.25,1.7,3.1,5.0,1.65,3.1,4.8,1.5,3.4,6.0,1.67,3.0,5.5,1.61,3.1,5.5,2.1,1.6,1.7,1.91,-0.5,1.88,1.96,-0.75,1.95,1.95,-0.75,,,,,,,,,
F1,2004-12-18,Strasbourg,Rennes,1,0,H,1,0,H,2.1,2.75,3.6,2.15,2.9,3.45,2.1,2.9,3.4,2.2,2.7,3.2,2.0,3.0,3.4,2.1,2.88,3.4,2.0,2.87,3.6,2.1,1.6,2.1,1.57,-0.5,1.96,1.88,-0.25,1.95,1.95,-0.25,,,,,,,,,
F1,2004-12-19,Nantes,Sochaux,2,2,D,1,2,A,2.37,2.75,3.0,2.4,3.0,2.85,2.4,2.85,2.9,2.3,2.7,3.0,2.38,3.0,2.75,2.4,2.8,2.9,2.37,2.8,2.9,2.2,1.55,2.4,1.44,-0.5,1.74,2.1,0.0,1.75,2.15,0.0,,,,,,,,,
F1,2005-01-11,Lille,Marseille,1,2,A,0,2,A,2.1,3.0,3.2,2.15,3.0,3.3,2.2,3.0,3.0,2.2,2.8,3.1,2.2,3.0,3.0,2.1,3.0,3.25,1.95,2.87,3.8,2.2,1.55,2.2,1.5,-0.5,1.8,2.04,-0.25,1.775,2.075,-0.25,,,,,,,,,
F1,2005-01-12,Bastia,Nantes,0,0,D,0,0,D,2.1,3.0,3.2,2.35,2.9,3.0,2.1,3.0,3.2,2.2,2.9,3.0,2.2,2.8,3.2,2.2,3.0,3.1,2.15,2.8,3.3,2.2,1.55,2.1,1.55,-0.5,2.0,1.84,-0.25,2.025,1.825,-0.25,,,,,,,,,
F1,2005-01-12,Caen,Paris SG,0,0,D,0,0,D,2.8,2.87,2.37,3.55,2.9,2.1,3.1,2.85,2.3,3.1,2.8,2.2,3.2,2.8,2.2,3.0,2.88,2.3,3.1,2.75,2.3,2.1,1.6,1.48,2.3,0.5,1.86,1.98,0.25,1.8,2.05,0.25,,,,,,,,,
F1,2005-01-12,Istres,Monaco,0,1,A,0,1,A,4.33,3.0,1.8,4.8,2.95,1.8,4.05,3.05,1.83,4.0,3.0,1.8,4.33,3.0,1.8,4.5,3.0,1.8,5.0,3.1,1.66,2.1,1.6,1.74,1.83,0.5,1.88,1.96,0.75,2.0,1.9,0.75,,,,,,,,,
F1,2005-01-12,Metz,Ajaccio,1,0,H,0,0,D,1.8,3.0,4.33,1.75,2.95,5.25,1.75,2.85,5.0,1.9,2.9,3.8,1.91,2.88,4.0,1.75,3.0,4.75,1.83,2.87,4.33,2.2,1.55,1.75,1.82,-0.5,1.96,1.88,-0.5,1.975,1.875,-0.5,,,,,,,,,
F1,2005-01-12,Nice,Bordeaux,3,3,D,2,1,H,2.2,2.75,3.25,2.3,2.85,3.15,2.25,2.85,3.1,2.4,2.6,3.0,2.38,2.75,3.0,2.3,2.8,3.1,2.25,2.6,3.4,2.3,1.5,2.25,1.48,-0.5,2.1,1.74,-0.25,2.1,1.75,-0.25,,,,,,,,,
F1,2005-01-12,Rennes,Auxerre,1,0,H,0,0,D,2.4,2.87,2.75,2.45,2.85,2.9,2.35,2.85,2.95,2.4,2.9,2.7,2.38,3.0,2.75,2.4,2.88,2.88,2.3,2.8,3.0,2.1,1.6,2.35,1.45,-0.5,2.12,1.72,-0.25,2.1,1.75,-0.25,,,,,,,,,
F1,2005-01-12,Sochaux,Lyon,0,2,A,0,2,A,2.8,2.87,2.4,3.25,2.9,2.2,3.0,2.8,2.35,3.1,2.8,2.2,3.0,2.75,2.38,3.0,2.8,2.38,2.9,2.8,2.37,2.1,1.6,1.45,2.35,0.5,1.84,2.0,0.25,1.775,2.075,0.25,,,,,,,,,
F1,2005-01-12,St Etienne,Lens,0,0,D,0,0,D,2.0,3.0,3.4,2.1,2.95,3.5,2.1,3.0,3.2,2.2,2.8,3.1,2.1,2.88,3.4,2.0,3.0,3.5,1.9,3.0,3.75,2.1,1.6,2.1,1.55,-0.5,1.8,2.04,-0.25,1.825,2.025,-0.25,,,,,,,,,
F1,2005-01-12,Toulouse,Strasbourg,2,0,H,1,0,H,1.66,3.25,4.5,1.65,3.2,5.5,1.75,2.85,5.0,1.8,2.9,4.2,1.8,3.0,4.33,1.73,3.2,4.5,1.72,3.0,4.8,2.0,1.65,1.75,1.82,-0.5,1.84,2.0,-0.5,1.85,2.0,-0.5,,,,,,,,,
F1,2005-01-15,Ajaccio,Bastia,1,0,H,1,0,H,2.1,2.8,3.5,2.3,2.75,3.3,2.1,2.7,3.8,2.1,2.8,3.3,2.1,2.88,3.4,2.1,2.7,3.75,2.05,2.7,3.75,2.2,1.55,2.1,1.58,-0.5,1.94,1.9,-0.5,1.9,2.0,-0.25,,,,,,,,,
F1,2005-01-15,Auxerre,Sochaux,2,0,H,0,0,D,1.8,3.0,4.33,1.75,3.0,5.0,1.85,2.9,4.45,1.75,3.0,4.4,1.73,3.2,4.33,1.83,2.88,4.5,1.83,2.87,4.33,2.0,1.65,1.85,1.76,-0.5,1.86,1.98,-0.5,1.875,2.025,-0.5,,,,,,,,,
F1,2005-01-15,Bordeaux,Lille,1,3,A,0,2,A,2.2,2.75,3.4,2.3,2.75,3.3,2.2,2.7,3.5,2.2,2.8,3.1,2.1,2.88,3.4,2.2,2.8,3.25,2.37,2.62,3.1,2.1,1.6,2.2,1.52,-0.5,1.78,2.06,-0.25,1.85,2.05,-0.25,,,,,,,,,
F1,2005-01-15,Lens,Istres,0,1,A,0,1,A,1.57,3.2,6.0,1.55,3.2,7.0,1.6,3.0,6.5,1.5,3.5,5.4,1.53,3.2,6.0,1.57,3.2,6.0,1.6,3.0,6.0,2.0,1.65,1.6,2.05,-0.5,2.0,1.84,-1.0,2.05,1.85,-1.0,,,,,,,,,
F1,2005-01-15,Lyon,Metz,2,0,H,0,0,D,1.36,4.0,7.5,1.4,3.6,9.0,1.37,3.7,9.0,1.4,3.7,6.5,1.4,3.6,7.5,1.36,3.75,8.5,1.4,3.5,8.0,1.85,1.79,2.07,1.55,-1.5,1.78,2.06,-1.25,1.9,2.0,-1.25,,,,,,,,,
F1,2005-01-15,Monaco,Caen,5,2,H,3,1,H,1.4,3.75,7.5,1.5,3.3,7.5,1.4,3.7,8.0,1.4,3.7,6.5,1.4,3.6,7.5,1.4,3.75,7.5,1.44,3.3,7.5,1.79,1.85,2.1,1.53,-1.5,1.9,1.94,-1.25,1.95,1.95,-1.25,,,,,,,,,
F1,2005-01-15,Nantes,Rennes,2,0,H,1,0,H,2.0,2.87,3.75,2.05,2.9,3.65,2.05,2.7,4.0,2.1,2.8,3.3,1.91,3.0,3.75,2.05,2.8,3.75,2.05,2.7,3.75,2.2,1.55,2.05,1.61,-0.5,2.02,1.82,-0.5,1.8,2.1,-0.25,,,,,,,,,
F1,2005-01-15,Paris SG,Toulouse,0,0,D,0,0,D,1.72,3.0,5.0,1.7,3.0,5.5,1.7,3.1,5.0,1.7,3.0,4.6,1.73,2.88,5.0,1.73,3.2,4.5,1.7,3.0,5.0,2.1,1.6,1.7,1.91,-0.5,1.74,2.1,-0.75,2.05,1.85,-0.75,,,,,,,,,
F1,2005-01-15,Strasbourg,St Etienne,1,1,D,1,1,D,2.2,2.75,3.4,2.25,2.8,3.35,2.2,2.7,3.5,2.2,2.8,3.1,2.1,2.88,3.4,2.2,2.8,3.25,2.2,2.8,3.2,2.0,1.65,2.2,1.52,-0.5,2.0,1.84,-0.25,2.0,1.9,-0.25,,,,,,,,,
F1,2005-01-16,Marseille,Nice,2,0,H,2,0,H,1.66,3.2,5.0,1.6,3.2,6.0,1.75,2.85,5.3,1.65,3.2,4.6,1.73,2.88,5.0,1.7,3.1,5.0,1.7,3.0,5.0,2.0,1.65,1.75,1.85,-0.5,2.0,1.84,-0.75,1.925,1.975,-0.75,,,,,,,,,
F1,2005-01-22,Bastia,Nice,2,0,H,1,0,H,2.37,2.87,2.87,2.4,3.1,2.75,2.45,2.8,2.9,2.2,2.9,3.0,2.25,2.88,3.0,2.38,2.88,2.88,2.37,2.8,2.9,2.1,1.6,2.45,1.42,-0.5,2.04,1.8,-0.25,2.05,1.85,-0.25,,,,,,,,,
F1,2005-01-22,Caen,Auxerre,0,2,A,0,0,D,2.8,2.9,2.4,2.65,2.95,2.6,2.8,2.8,2.5,2.9,2.8,2.3,3.0,3.0,2.2,2.88,2.75,2.5,2.75,2.75,2.5,2.1,1.6,1.4,2.5,0.5,2.06,1.78,0.0,2.15,1.75,0.0,,,,,,,,,
F1,2005-01-22,Istres,Strasbourg,1,1,D,0,1,A,2.37,2.87,2.87,2.35,2.9,3.0,2.4,2.9,2.9,2.6,2.8,2.6,2.5,2.88,2.62,2.4,2.88,2.88,2.4,2.87,2.8,2.3,1.5,2.4,1.45,-0.5,2.08,1.76,-0.25,2.1,1.8,-0.25,,,,,,,,,
F1,2005-01-22,Metz,Marseille,0,1,A,0,1,A,2.7,2.87,2.5,2.7,3.0,2.5,2.7,2.9,2.55,2.6,2.8,2.6,2.6,2.8,2.6,2.7,2.8,2.6,2.62,2.75,2.62,2.1,1.6,1.4,2.55,0.5,2.12,1.72,0.0,2.15,1.75,0.0,,,,,,,,,
F1,2005-01-22,Monaco,Lens,2,0,H,2,0,H,1.5,3.4,6.5,1.55,3.2,7.0,1.51,3.4,6.5,1.5,3.5,5.4,1.57,3.1,6.0,1.53,3.25,6.5,1.5,3.2,7.0,1.85,1.79,1.51,2.23,-0.5,1.92,1.92,-1.0,1.925,1.975,-1.0,,,,,,,,,
F1,2005-01-22,Rennes,Ajaccio,2,0,H,1,0,H,1.61,3.2,5.5,1.6,3.4,5.5,1.67,3.0,5.6,1.6,3.3,4.8,1.67,2.88,5.5,1.62,3.2,5.5,1.7,3.0,5.0,2.1,1.6,1.67,1.95,-0.5,1.74,2.1,-0.75,1.75,2.15,-0.75,,,,,,,,,
F1,2005-01-22,Sochaux,Bordeaux,4,0,H,0,0,D,2.3,2.7,3.2,2.3,2.8,3.25,2.25,2.8,3.25,2.3,2.8,2.9,2.25,2.75,3.2,2.3,2.7,3.25,2.2,2.62,3.5,2.1,1.6,2.25,1.5,-0.5,2.0,1.84,-0.25,2.0,1.9,-0.25,,,,,,,,,
F1,2005-01-22,St Etienne,Paris SG,0,0,D,0,0,D,2.5,2.7,2.87,2.55,3.0,2.65,2.55,2.9,2.7,2.4,2.7,2.9,2.4,2.8,2.88,2.5,2.75,2.88,2.4,2.6,3.1,2.1,1.6,2.55,1.4,-0.5,1.74,2.1,0.0,1.75,2.15,0.0,,,,,,,,,
F1,2005-01-22,Toulouse,Nantes,2,1,H,1,1,D,1.83,3.0,4.2,1.85,2.95,4.5,1.83,3.0,4.35,1.8,3.1,3.8,1.8,3.0,4.33,1.83,3.0,4.2,1.72,3.0,4.8,2.2,1.55,1.83,1.78,-0.5,2.1,1.74,-0.5,2.15,1.75,-0.5,,,,,,,,,
F1,2005-01-23,Lille,Lyon,2,1,H,1,0,H,2.62,2.75,2.7,2.65,2.95,2.6,2.65,2.8,2.65,2.5,2.7,2.8,2.5,2.88,2.62,2.62,2.8,2.62,2.6,2.8,2.6,2.2,1.55,2.65,1.36,-0.5,1.96,1.88,0.0,2.0,1.9,0.0,,,,,,,,,
F1,2005-01-25,Marseille,Sochaux,0,2,A,0,0,D,1.72,3.2,4.5,1.65,3.05,6.0,1.67,3.2,5.0,1.7,3.1,4.4,1.667,3.2,5.0,1.667,3.2,5.0,1.66,3.1,5.0,2.1,1.6,1.67,1.95,-0.5,1.92,1.92,-0.75,2.0,1.9,-0.75,,,,,,,,,
F1,2005-01-26,Ajaccio,Toulouse,1,0,H,1,0,H,2.5,2.89,2.7,2.55,2.75,2.9,2.6,2.8,2.7,2.5,2.7,2.8,2.375,2.8,2.875,2.3,2.8,3.1,2.5,2.75,2.8,2.2,1.55,2.6,1.37,-0.5,1.7,2.14,0.0,1.725,2.174,0.0,,,,,,,,,
F1,2005-01-26,Auxerre,Bastia,4,1,H,1,1,D,1.5,3.5,6.0,1.4,3.75,8.25,1.44,3.6,7.0,1.4,3.7,6.5,1.4,3.75,7.0,1.444,3.6,7.0,1.4,3.6,7.5,1.95,1.71,1.44,2.38,-0.5,1.88,1.96,-0.75,2.0,1.9,-0.75,,,,,,,,,
F1,2005-01-26,Bordeaux,Metz,1,0,H,0,0,D,1.72,3.2,4.33,1.8,2.8,5.25,1.8,2.8,5.0,1.8,2.9,4.2,1.727,2.875,5.0,1.727,3.1,4.75,1.8,3.0,4.2,2.0,1.65,1.8,1.79,-0.5,1.7,2.14,-0.5,1.95,1.95,-0.75,,,,,,,,,
F1,2005-01-26,Lens,Caen,0,1,A,0,0,D,1.72,3.2,4.33,1.7,3.0,5.5,1.7,2.9,5.0,1.75,3.1,4.2,1.727,2.875,5.0,1.667,3.2,5.0,1.7,3.0,5.0,1.95,1.71,1.7,1.84,-0.5,1.7,2.14,-0.5,1.95,1.95,-0.75,,,,,,,,,
F1,2005-01-26,Lyon,Rennes,2,1,H,2,0,H,1.3,4.33,8.5,1.35,3.85,10.0,1.4,3.5,9.0,1.35,4.0,7.0,1.3,4.0,10.0,1.333,4.0,9.0,1.36,3.75,8.0,1.79,1.85,1.4,2.52,-0.5,1.82,2.02,-1.25,1.9,2.0,-1.25,,,,,,,,,
F1,2005-01-26,Nantes,St Etienne,0,0,D,0,0,D,2.25,2.87,3.0,2.15,2.85,3.5,2.2,2.75,3.4,2.2,2.8,3.1,2.1,3.0,3.2,2.2,2.8,3.25,2.2,2.8,3.2,2.0,1.65,2.2,1.52,-0.5,1.78,2.06,-0.25,1.85,2.05,-0.25,,,,,,,,,
F1,2005-01-26,Nice,Lille,1,1,D,0,1,A,2.5,2.87,2.62,2.8,2.9,2.5,2.65,2.8,2.65,2.6,2.8,2.6,2.5,2.875,2.625,2.625,2.8,2.625,2.62,2.75,2.62,2.2,1.55,2.65,1.36,-0.5,1.7,2.14,0.0,1.775,2.125,0.0,,,,,,,,,
F1,2005-01-26,Paris SG,Istres,2,2,D,1,0,H,1.44,3.5,7.0,1.45,3.5,8.0,1.44,3.5,7.5,1.45,3.6,5.8,1.364,3.75,8.0,1.4,3.6,8.0,1.44,3.6,6.5,1.95,1.71,1.44,2.39,-0.5,1.74,2.1,-1.0,1.95,1.95,-1.25,,,,,,,,,
F1,2005-01-29,Caen,Lille,0,0,D,0,0,D,3.0,2.87,2.25,3.2,2.9,2.25,3.2,2.9,2.2,2.9,2.8,2.3,3.0,3.0,2.2,3.2,2.875,2.2,3.2,2.9,2.2,,,,,,1.8,2.04,0.25,1.75,2.15,0.25,,,,,,,,,
F1,2005-01-29,Lens,Strasbourg,2,1,H,1,0,H,1.83,3.0,4.2,1.9,3.0,4.2,1.9,3.0,3.95,1.9,2.8,4.0,1.909,3.0,3.75,1.85,2.875,4.333,1.9,3.0,3.95,,,,,,1.88,1.96,-0.5,1.85,2.05,-0.5,,,,,,,,,
F1,2005-01-29,Metz,Auxerre,3,0,H,0,0,D,2.62,3.0,2.5,2.7,2.8,2.7,2.65,2.8,2.65,2.6,2.8,2.6,2.625,2.875,2.5,2.8,2.9,2.4,2.65,2.8,2.65,,,,,,1.86,1.98,0.25,1.75,2.15,0.25,,,,,,,,,
F1,2005-01-29,Rennes,Bordeaux,2,0,H,1,0,H,2.1,3.0,3.2,2.3,2.85,3.2,2.1,2.9,3.45,2.1,2.8,3.3,2.0,2.875,3.6,2.1,3.0,3.25,2.1,2.9,3.45,,,,,,1.94,1.9,-0.25,1.925,1.975,-0.25,,,,,,,,,
F1,2005-01-29,Sochaux,Nice,0,0,D,0,0,D,1.66,3.39,4.5,1.85,3.0,4.5,1.75,3.1,4.6,1.75,3.0,4.4,1.727,2.875,5.0,1.75,3.1,4.5,1.75,3.1,4.6,,,,,,1.88,1.96,-0.75,1.9,2.0,-0.75,,,,,,,,,
F1,2005-01-29,Toulouse,Marseille,1,3,A,1,2,A,2.37,3.0,2.75,2.5,2.85,2.85,2.5,2.8,2.85,2.4,2.8,2.8,2.375,3.0,2.75,2.4,2.875,2.875,2.5,2.8,2.85,,,,,,2.1,1.74,-0.25,2.125,1.775,-0.25,,,,,,,,,
F1,2005-01-30,Istres,Nantes,0,1,A,0,0,D,2.5,2.87,2.75,2.7,2.8,2.7,2.6,2.8,2.7,2.5,2.7,2.8,2.5,2.875,2.625,2.5,2.875,2.7,2.6,2.8,2.7,,,,,,1.96,1.88,0.0,1.875,2.025,0.0,,,,,,,,,
F1,2005-01-30,Monaco,Paris SG,2,0,H,1,0,H,1.8,3.0,4.33,1.9,3.05,4.0,1.85,3.0,4.2,1.8,2.9,4.2,1.8,3.0,4.333,1.8,3.0,4.5,1.85,3.0,4.2,,,,,,1.74,2.1,-0.5,1.825,2.075,-0.5,,,,,,,,,
F1,2005-02-01,Bastia,Lyon,1,1,D,0,1,A,4.0,3.1,1.83,4.75,3.1,1.75,4.5,3.0,1.83,3.8,3.0,1.85,4.0,3.0,1.83,4.2,3.0,1.83,4.8,3.0,1.72,2.2,1.55,1.8,1.83,-0.5,2.08,1.76,0.5,2.0,1.9,0.5,,,,,,,,,
F1,2005-02-05,Ajaccio,Istres,0,0,D,0,0,D,1.9,2.75,4.33,1.95,2.65,4.75,1.95,3.0,3.75,1.9,2.8,4.0,1.8,2.7,5.0,1.91,2.8,4.2,2.05,2.8,3.6,2.3,1.5,1.95,1.67,-0.5,2.0,1.84,-0.5,2.075,1.825,-0.5,,,,,,,,,
F1,2005-02-05,Auxerre,St Etienne,2,2,D,1,1,D,1.66,3.2,5.0,1.7,3.0,5.5,1.7,3.2,4.75,1.65,3.1,4.8,1.7,3.0,5.0,1.67,3.2,5.0,1.7,3.0,5.0,2.2,1.55,1.7,1.91,-0.5,1.96,1.88,-0.75,2.0,1.9,-0.75,,,,,,,,,
F1,2005-02-05,Bordeaux,Bastia,0,0,D,0,0,D,1.57,3.2,6.0,1.65,3.1,5.75,1.6,3.5,5.0,1.55,3.3,5.2,1.67,2.88,5.5,1.57,3.1,6.5,1.61,3.1,5.5,2.2,1.55,1.6,2.06,-0.5,1.76,2.08,-0.75,1.8,2.1,-0.75,,,,,,,,,
F1,2005-02-05,Lille,Sochaux,0,0,D,0,0,D,1.8,3.0,4.33,1.8,3.05,4.5,1.8,3.0,4.5,1.8,2.9,4.2,1.7,3.2,4.5,1.8,3.0,4.33,1.72,3.1,4.5,2.1,1.6,1.8,1.8,-0.5,1.88,1.96,-0.5,1.95,1.95,-0.5,,,,,,,,,
F1,2005-02-05,Lyon,Toulouse,4,0,H,2,0,H,1.5,3.4,6.5,1.45,3.4,8.5,1.5,3.6,6.0,1.4,3.7,6.5,1.5,3.25,6.5,1.44,3.6,7.0,1.5,3.3,6.5,2.0,1.65,1.5,2.25,-0.5,1.8,2.04,-1.0,1.8,2.1,-1.0,,,,,,,,,
F1,2005-02-05,Marseille,Rennes,3,1,H,2,0,H,1.61,3.2,5.5,1.55,3.45,6.0,1.6,3.5,5.0,1.55,3.3,5.2,1.44,3.4,7.0,1.57,3.4,5.5,1.61,3.3,5.0,2.1,1.6,1.6,2.06,-0.5,1.76,2.08,-0.75,1.75,2.15,-0.75,,,,,,,,,
F1,2005-02-05,Nantes,Monaco,0,0,D,0,0,D,3.0,3.0,2.25,3.2,3.0,2.2,3.1,3.0,2.2,3.1,2.8,2.2,3.0,3.0,2.2,3.2,2.88,2.2,3.2,2.8,2.2,2.2,1.55,1.52,2.2,0.5,2.02,1.82,0.25,2.1,1.8,0.25,,,,,,,,,
F1,2005-02-05,Nice,Metz,1,1,D,0,0,D,1.83,3.1,4.0,1.95,3.0,3.9,2.0,3.0,3.6,2.0,2.7,3.8,1.91,2.88,4.0,1.91,2.8,4.2,2.0,2.87,3.6,2.2,1.55,2.0,1.64,-0.5,1.94,1.9,-0.5,1.95,1.95,-0.5,,,,,,,,,
F1,2005-02-05,Strasbourg,Caen,5,0,H,3,0,H,1.83,3.1,4.0,1.95,2.95,4.0,2.0,3.0,3.6,2.0,2.7,3.8,1.91,2.88,4.0,1.95,3.0,3.75,1.9,2.87,4.0,2.0,1.65,1.9,1.71,-0.5,1.96,1.88,-0.5,1.975,1.925,-0.5,,,,,,,,,
F1,2005-02-06,Paris SG,Lens,0,2,A,0,1,A,1.72,3.25,4.33,1.7,3.0,5.5,1.7,3.2,4.75,1.8,2.8,4.4,1.73,2.88,5.0,1.73,3.2,4.5,1.72,3.0,4.8,2.1,1.6,1.7,1.91,-0.5,1.8,2.04,-0.5,1.825,2.075,-0.5,,,,,,,,,
